Count.tree_pollen,Count.grass_pollen,Count.weed_pollen,Risk.tree_pollen,Risk.grass_pollen,Risk.weed_pollen,Species.Others,Species.Grass.Grass / Poaceae,Species.Tree.Oak,Species.Tree.Cypress / Juniper / Cedar,Species.Tree.Mulberry,Species.Tree.Pine,Species.Tree.Elm,Species.Tree.Ash,Species.Tree.Birch,Species.Tree.Maple,Species.Tree.Poplar / Cottonwood,Species.Weed.Ragweed,SpeciesRisk.Oak,SpeciesRisk.Cypress / Juniper / Cedar,SpeciesRisk.Mulberry,SpeciesRisk.Pine,SpeciesRisk.Elm,SpeciesRisk.Ash,SpeciesRisk.Birch,SpeciesRisk.Maple,SpeciesRisk.Poplar / Cottonwood,SpeciesRisk.Grass / Poaceae,SpeciesRisk.Ragweed,lat,lng,time,date
0,0,109,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,109,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1695859200,2023-09-28
0,0,93,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,93,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1695945600,2023-09-29
0,0,143,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,143,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1696032000,2023-09-30
0,0,57,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,57,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1696118400,2023-10-01
0,0,67,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,67,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1696204800,2023-10-02
0,0,51,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,51,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1696291200,2023-10-03
0,0,58,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,58,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1696377600,2023-10-04
0,0,50,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,50,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1696464000,2023-10-05
0,0,46,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,46,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1696550400,2023-10-06
0,0,45,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,45,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1696636800,2023-10-07
0,0,149,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,149,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1696723200,2023-10-08
0,0,89,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,89,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1696809600,2023-10-09
0,0,148,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,148,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1696896000,2023-10-10
0,0,75,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,75,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1696982400,2023-10-11
0,0,87,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,87,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1697068800,2023-10-12
0,0,213,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,213,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1697155200,2023-10-13
0,0,19,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,19,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1697241600,2023-10-14
0,0,47,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,47,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1697328000,2023-10-15
0,0,27,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,27,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1697414400,2023-10-16
0,0,15,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,15,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1697500800,2023-10-17
0,0,16,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,16,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1697587200,2023-10-18
0,0,48,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,48,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1697673600,2023-10-19
0,0,21,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,21,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1697760000,2023-10-20
0,0,64,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,64,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1697846400,2023-10-21
0,0,191,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,191,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1697932800,2023-10-22
0,0,38,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,38,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1698019200,2023-10-23
0,0,28,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,28,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1698105600,2023-10-24
0,0,37,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,37,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1698192000,2023-10-25
0,0,17,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,17,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1698278400,2023-10-26
0,0,48,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,48,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1698364800,2023-10-27
0,0,35,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,35,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1698451200,2023-10-28
0,0,29,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,29,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1698537600,2023-10-29
0,0,114,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,114,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1698624000,2023-10-30
0,0,7,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,7,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1698710400,2023-10-31
0,0,26,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,26,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1698796800,2023-11-01
0,0,46,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,46,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1698883200,2023-11-02
0,0,7,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,7,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1698969600,2023-11-03
0,0,1,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1699056000,2023-11-04
0,0,27,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,27,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1699142400,2023-11-05
0,0,8,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1699228800,2023-11-06
0,0,15,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,15,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1699315200,2023-11-07
0,0,17,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,17,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1699401600,2023-11-08
0,0,18,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,18,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1699488000,2023-11-09
0,0,24,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,24,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1699574400,2023-11-10
0,0,4,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1699660800,2023-11-11
0,0,16,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,16,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1699747200,2023-11-12
0,0,47,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,47,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1699833600,2023-11-13
0,0,50,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,50,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1699920000,2023-11-14
0,0,111,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,111,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1700006400,2023-11-15
0,0,31,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,31,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1700092800,2023-11-16
0,0,12,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1700179200,2023-11-17
0,0,6,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1700265600,2023-11-18
0,0,9,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,9,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1700352000,2023-11-19
0,0,4,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1700438400,2023-11-20
0,0,6,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1700524800,2023-11-21
0,0,6,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1700611200,2023-11-22
0,0,5,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1700697600,2023-11-23
0,0,9,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,9,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1700784000,2023-11-24
0,0,4,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1700870400,2023-11-25
0,0,20,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,20,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1700956800,2023-11-26
0,0,14,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,14,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701043200,2023-11-27
0,0,5,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701129600,2023-11-28
0,0,6,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701216000,2023-11-29
0,0,2,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,2,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701302400,2023-11-30
0,0,1,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701388800,2023-12-01
0,0,5,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701475200,2023-12-02
2,0,6,Low,Low,Low,2,0,0,0,0,0,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701561600,2023-12-03
6,0,8,Low,Low,Low,6,0,0,0,0,0,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701648000,2023-12-04
4,0,3,Low,Low,Low,4,0,0,0,0,0,0,0,0,0,0,3,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701734400,2023-12-05
3,0,1,Low,Low,Low,3,0,0,0,0,0,0,0,0,0,0,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701820800,2023-12-06
5,0,0,Low,Low,Low,3,0,0,2,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701907200,2023-12-07
4,0,0,Low,Low,Low,4,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701993600,2023-12-08
13,0,0,Low,Low,Low,6,0,0,7,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1702080000,2023-12-09
0,0,0,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1702166400,2023-12-10
11,0,0,Low,Low,Low,3,0,0,8,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1702252800,2023-12-11
4,0,0,Low,Low,Low,1,0,0,3,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1702339200,2023-12-12
3,0,0,Low,Low,Low,3,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1702425600,2023-12-13
15,0,0,Low,Low,Low,1,0,0,14,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1702512000,2023-12-14
11,0,0,Low,Low,Low,10,0,0,1,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1702598400,2023-12-15
15,0,0,Low,Low,Low,0,0,0,15,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1702684800,2023-12-16
12,0,0,Low,Low,Low,11,0,0,1,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1702771200,2023-12-17
25,0,0,Low,Low,Low,0,0,0,25,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1702857600,2023-12-18
49,0,0,Low,Low,Low,0,0,0,49,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1702944000,2023-12-19
2,0,0,Low,Low,Low,2,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703030400,2023-12-20
10,0,0,Low,Low,Low,0,0,0,10,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703116800,2023-12-21
48,0,0,Low,Low,Low,26,0,0,22,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703203200,2023-12-22
36,0,0,Low,Low,Low,0,0,0,36,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703289600,2023-12-23
75,0,0,Low,Low,Low,20,0,0,55,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703376000,2023-12-24
29,0,0,Low,Low,Low,0,0,0,29,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703462400,2023-12-25
17,0,0,Low,Low,Low,0,0,0,17,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703548800,2023-12-26
15,0,0,Low,Low,Low,13,0,0,2,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703635200,2023-12-27
63,0,0,Low,Low,Low,0,0,0,63,0,0,0,0,0,0,0,0,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703721600,2023-12-28
262,0,0,High,Low,Low,0,0,0,262,0,0,0,0,0,0,0,0,Low,Very High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703808000,2023-12-29
9,0,0,Low,Low,Low,0,0,0,9,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703894400,2023-12-30
55,0,0,Low,Low,Low,26,0,0,29,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703980800,2023-12-31
84,0,0,Low,Low,Low,0,0,0,84,0,0,0,0,0,0,0,0,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1704067200,2024-01-01
34,0,0,Low,Low,Low,23,0,0,11,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1704153600,2024-01-02
18,0,0,Low,Low,Low,0,0,0,18,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1704240000,2024-01-03
40,0,0,Low,Low,Low,25,0,0,15,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1704326400,2024-01-04
59,0,0,Low,Low,Low,0,0,0,59,0,0,0,0,0,0,0,0,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1704412800,2024-01-05
26,0,0,Low,Low,Low,20,0,0,6,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1704499200,2024-01-06
78,0,0,Low,Low,Low,0,0,0,78,0,0,0,0,0,0,0,0,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1704585600,2024-01-07
50,0,0,Low,Low,Low,0,0,0,50,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1704672000,2024-01-08
45,0,0,Low,Low,Low,26,0,0,19,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1704758400,2024-01-09
15,0,0,Low,Low,Low,0,0,0,15,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1704844800,2024-01-10
216,0,0,High,Low,Low,0,0,0,216,0,0,0,0,0,0,0,0,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1704931200,2024-01-11
44,0,0,Low,Low,Low,0,0,0,44,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705017600,2024-01-12
42,0,0,Low,Low,Low,25,0,0,17,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705104000,2024-01-13
10,0,0,Low,Low,Low,0,0,0,10,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705190400,2024-01-14
0,0,0,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705276800,2024-01-15
30,0,0,Low,Low,Low,22,0,0,8,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705363200,2024-01-16
9,0,0,Low,Low,Low,0,0,0,9,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705449600,2024-01-17
24,0,0,Low,Low,Low,19,0,0,5,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705536000,2024-01-18
79,0,0,Low,Low,Low,0,0,0,79,0,0,0,0,0,0,0,0,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705622400,2024-01-19
13,0,0,Low,Low,Low,12,0,0,1,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705708800,2024-01-20
46,0,0,Low,Low,Low,0,0,0,46,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705795200,2024-01-21
11,0,0,Low,Low,Low,0,0,0,11,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705881600,2024-01-22
34,0,0,Low,Low,Low,23,0,0,11,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705968000,2024-01-23
149,0,0,Moderate,Low,Low,0,0,0,149,0,0,0,0,0,0,0,0,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1706054400,2024-01-24
97,0,0,Moderate,Low,Low,4,0,0,93,0,0,0,0,0,0,0,0,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1706140800,2024-01-25
477,0,0,High,Low,Low,0,0,0,477,0,0,0,0,0,0,0,0,Low,Very High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1706227200,2024-01-26
53,0,0,Low,Low,Low,26,0,0,27,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1706313600,2024-01-27
120,0,0,Moderate,Low,Low,0,0,0,120,0,0,0,0,0,0,0,0,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1706400000,2024-01-28
125,0,0,Moderate,Low,Low,0,0,0,125,0,0,0,0,0,0,0,0,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1706486400,2024-01-29
47,0,0,Low,Low,Low,26,0,0,21,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1706572800,2024-01-30
29,0,0,Low,Low,Low,0,0,0,29,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1706659200,2024-01-31
84,0,0,Low,Low,Low,2,0,0,82,0,0,0,0,0,0,0,0,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1706745600,2024-02-01
108,0,0,Moderate,Low,Low,1,0,2,104,1,0,0,0,0,0,0,0,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1706832000,2024-02-02
93,0,0,Low,Low,Low,6,0,1,86,0,0,0,0,0,0,0,0,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1706918400,2024-02-03
258,0,0,High,Low,Low,5,0,12,232,5,0,2,0,0,2,0,0,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1707004800,2024-02-04
72,0,0,Low,Low,Low,8,0,3,61,0,0,0,0,0,0,0,0,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1707091200,2024-02-05
70,0,0,Low,Low,Low,3,0,7,56,2,0,1,0,0,1,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1707177600,2024-02-06
169,0,0,Moderate,Low,Low,4,0,21,128,6,0,5,0,0,5,0,0,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1707264000,2024-02-07
251,0,0,High,Low,Low,0,0,67,142,22,0,6,0,0,14,0,0,High,High,Low,Low,Low,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1707350400,2024-02-08
157,0,0,Moderate,Low,Low,6,0,28,103,9,0,6,0,0,4,1,0,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1707436800,2024-02-09
136,0,0,Moderate,Low,Low,0,0,35,79,11,0,5,0,0,6,0,0,Moderate,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1707523200,2024-02-10
158,0,0,Moderate,Low,Low,5,0,36,91,12,0,7,0,0,6,1,0,Moderate,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1707609600,2024-02-11
101,0,0,Moderate,Low,Low,5,0,24,54,8,0,5,0,0,5,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1707696000,2024-02-12
204,0,0,Moderate,Low,Low,3,0,51,108,18,0,12,0,0,10,2,0,Moderate,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1707782400,2024-02-13
