Count.tree_pollen,Count.grass_pollen,Count.weed_pollen,Risk.tree_pollen,Risk.grass_pollen,Risk.weed_pollen,Species.Others,Species.Grass.Grass / Poaceae,Species.Tree.Oak,Species.Tree.Cypress / Juniper / Cedar,Species.Tree.Mulberry,Species.Tree.Pine,Species.Tree.Elm,Species.Tree.Ash,Species.Tree.Birch,Species.Tree.Maple,Species.Tree.Poplar / Cottonwood,Species.Weed.Ragweed,SpeciesRisk.Oak,SpeciesRisk.Cypress / Juniper / Cedar,SpeciesRisk.Mulberry,SpeciesRisk.Pine,SpeciesRisk.Elm,SpeciesRisk.Ash,SpeciesRisk.Birch,SpeciesRisk.Maple,SpeciesRisk.Poplar / Cottonwood,SpeciesRisk.Grass / Poaceae,SpeciesRisk.Ragweed,lat,lng,time,date,temp,min_temp,max_temp,precip,wind_spd
0,8,40,Low,Low,Moderate,0,8,0,0,0,0,0,0,0,0,0,40,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1691798400,2023-08-12,79.34,22.8,33.3,7.0,2.8
0,11,55,Low,Low,Moderate,0,11,0,0,0,0,0,0,0,0,0,55,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1691884800,2023-08-13,80.6,22.8,33.9,0.0,2.5
0,0,0,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1691971200,2023-08-14,84.74,24.4,35.6,0.5,3.2
0,2,15,Low,Low,Low,0,2,0,0,0,0,0,0,0,0,0,15,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1692057600,2023-08-15,79.52,23.3,31.1,3.3,3.2
0,10,60,Low,Low,Moderate,0,10,0,0,0,0,0,0,0,0,0,60,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1692144000,2023-08-16,76.64,19.4,29.4,0.0,3.0
0,11,57,Low,Low,Moderate,0,11,0,0,0,0,0,0,0,0,0,57,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1692230400,2023-08-17,77.54,20.0,30.0,0.0,2.7
0,8,57,Low,Low,Moderate,0,8,0,0,0,0,0,0,0,0,0,57,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1692316800,2023-08-18,79.7,21.1,32.2,0.0,3.3
0,6,30,Low,Low,Moderate,0,6,0,0,0,0,0,0,0,0,0,30,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1692403200,2023-08-19,81.14,23.3,31.1,0.0,2.6
0,10,47,Low,Low,Moderate,0,10,0,0,0,0,0,0,0,0,0,47,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1692489600,2023-08-20,81.68,22.2,32.8,0.0,3.1
0,7,54,Low,Low,Moderate,0,7,0,0,0,0,0,0,0,0,0,54,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1692576000,2023-08-21,85.64,23.9,35.0,0.0,2.0
0,8,44,Low,Low,Moderate,0,8,0,0,0,0,0,0,0,0,0,44,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1692662400,2023-08-22,86.0,24.4,35.0,0.0,2.8
0,7,39,Low,Low,Moderate,0,7,0,0,0,0,0,0,0,0,0,39,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1692748800,2023-08-23,86.18,27.8,33.3,0.0,3.8
0,22,115,Low,Low,High,0,22,0,0,0,0,0,0,0,0,0,115,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1692835200,2023-08-24,85.46000000000001,25.0,35.0,0.0,2.1
0,9,67,Low,Low,Moderate,0,9,0,0,0,0,0,0,0,0,0,67,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1692921600,2023-08-25,87.98,26.7,36.1,0.0,3.8
0,63,299,Low,High,Very High,0,63,0,0,0,0,0,0,0,0,0,299,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Very High,33.7544657,-84.3898151,1693008000,2023-08-26,88.52,25.6,37.2,0.0,3.8
0,64,304,Low,High,Very High,0,64,0,0,0,0,0,0,0,0,0,304,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Very High,33.7544657,-84.3898151,1693094400,2023-08-27,85.64,25.6,35.0,2.3,2.7
0,7,52,Low,Low,Moderate,0,7,0,0,0,0,0,0,0,0,0,52,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1693180800,2023-08-28,79.52,22.8,33.3,31.8,3.7
0,3,18,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,18,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1693267200,2023-08-29,78.98,23.0,31.7,4.8,3.3
0,15,83,Low,Low,High,0,15,0,0,0,0,0,0,0,0,0,83,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1693353600,2023-08-30,76.28,22.2,28.3,10.8,4.5
0,14,75,Low,Low,Moderate,0,14,0,0,0,0,0,0,0,0,0,75,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1693440000,2023-08-31,77.36,20.0,30.0,0.0,3.0
0,10,58,Low,Low,Moderate,0,10,0,0,0,0,0,0,0,0,0,58,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1693526400,2023-09-01,77.54,22.8,28.9,0.0,5.1
0,11,62,Low,Low,Moderate,0,11,0,0,0,0,0,0,0,0,0,62,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1693612800,2023-09-02,75.38,20.6,27.8,0.0,3.3
0,11,78,Low,Low,High,0,11,0,0,0,0,0,0,0,0,0,78,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1693699200,2023-09-03,77.36,20.6,30.0,0.0,1.7
0,56,488,Low,Moderate,Very High,0,56,0,0,0,0,0,0,0,0,0,488,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Very High,33.7544657,-84.3898151,1693785600,2023-09-04,79.7,21.1,32.2,0.0,1.8
0,7,204,Low,Low,High,0,7,0,0,0,0,0,0,0,0,0,204,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1693872000,2023-09-05,80.42,22.2,31.7,0.0,1.8
0,7,135,Low,Low,High,0,7,0,0,0,0,0,0,0,0,0,135,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1693958400,2023-09-06,81.32,22.8,32.8,0.0,2.5
0,1,151,Low,Low,High,0,1,0,0,0,0,0,0,0,0,0,151,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694044800,2023-09-07,82.22,23.9,32.8,0.0,3.4
0,0,154,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,154,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694131200,2023-09-08,76.82,19.4,29.4,0.0,2.8
0,0,111,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,111,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694217600,2023-09-09,76.82,20.6,29.4,7.9,3.2
0,0,262,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,262,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694304000,2023-09-10,76.82,19.4,31.1,0.0,2.6
0,0,133,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,133,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694390400,2023-09-11,80.24000000000001,21.1,33.3,0.0,2.3
0,0,80,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,80,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694476800,2023-09-12,79.7,22.2,32.2,0.3,2.8
0,0,83,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,83,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694563200,2023-09-13,76.82,21.7,28.3,3.3,2.6
0,0,138,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,138,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694649600,2023-09-14,74.48,21.7,26.7,36.0,3.2
0,0,143,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,143,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694736000,2023-09-15,70.88,20.0,23.8,1.3,4.3
0,0,133,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,133,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694822400,2023-09-16,68.0,18.9,21.1,7.3,2.4
0,0,184,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,184,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694908800,2023-09-17,72.14,19.4,27.8,8.8,3.4
0,0,125,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,125,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694995200,2023-09-18,70.88,16.1,26.7,0.0,3.4
0,0,81,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,81,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1695081600,2023-09-19,71.6,16.7,27.2,0.0,1.6
0,0,343,Low,Low,Very High,0,0,0,0,0,0,0,0,0,0,0,343,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Very High,33.7544657,-84.3898151,1695168000,2023-09-20,72.32,17.8,26.7,0.0,2.7
0,0,105,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,105,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1695254400,2023-09-21,73.4,19.4,27.8,0.0,3.9
0,0,105,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,105,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1695340800,2023-09-22,73.22,18.9,27.8,0.0,3.4
0,0,76,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,76,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1695427200,2023-09-23,73.75999999999999,17.2,30.0,0.0,3.7
0,0,115,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,115,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1695513600,2023-09-24,71.96,15.6,29.4,0.0,3.2
0,0,84,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,84,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1695600000,2023-09-25,76.1,17.2,31.1,0.0,2.4
0,0,163,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,163,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1695686400,2023-09-26,76.1,22.2,28.3,0.0,3.4
0,0,62,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,62,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1695772800,2023-09-27,71.06,19.4,23.3,0.0,5.1
0,0,109,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,109,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1695859200,2023-09-28,68.0,16.0,25.0,0.0,3.9
0,0,93,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,93,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1695945600,2023-09-29,73.58,17.8,29.4,0.0,2.5
0,0,143,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,143,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1696032000,2023-09-30,75.74000000000001,18.9,30.0,0.0,1.6
0,0,57,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,57,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1696118400,2023-10-01,74.12,18.9,28.3,0.0,3.5
0,0,67,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,67,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1696204800,2023-10-02,73.75999999999999,18.3,28.3,0.0,3.7
0,0,51,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,51,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1696291200,2023-10-03,73.58,18.3,28.9,0.0,3.2
0,0,58,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,58,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1696377600,2023-10-04,73.58,18.3,28.3,0.0,2.9
0,0,50,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,50,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1696464000,2023-10-05,72.5,17.2,27.2,0.0,2.8
0,0,46,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,46,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1696550400,2023-10-06,71.78,19.4,26.1,1.0,3.1
0,0,45,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,45,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1696636800,2023-10-07,63.32,12.8,21.7,0.0,6.7
0,0,149,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,149,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1696723200,2023-10-08,57.56,8.3,20.6,0.0,4.0
0,0,89,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,89,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1696809600,2023-10-09,61.7,8.3,23.9,0.0,3.0
0,0,148,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,148,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1696896000,2023-10-10,67.82,12.8,27.8,0.0,3.6
0,0,75,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,75,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1696982400,2023-10-11,67.1,16.1,22.8,14.3,2.0
0,0,87,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,87,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1697068800,2023-10-12,62.6,15.0,20.0,22.5,6.8
0,0,213,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,213,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1697155200,2023-10-13,63.14,15.6,18.9,2.8,4.5
0,0,19,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,19,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1697241600,2023-10-14,66.56,16.1,23.9,0.0,4.0
0,0,47,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,47,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1697328000,2023-10-15,59.0,11.7,17.2,0.0,5.7
0,0,27,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,27,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1697414400,2023-10-16,52.7,7.8,14.4,0.0,5.8
0,0,15,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,15,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1697500800,2023-10-17,55.22,7.2,18.9,0.0,2.9
0,0,16,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,16,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1697587200,2023-10-18,58.82,8.9,21.1,0.0,1.7
0,0,48,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,48,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1697673600,2023-10-19,60.440000000000005,10.6,21.7,0.0,2.3
0,0,21,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,21,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1697760000,2023-10-20,63.68,13.9,23.9,9.8,4.5
0,0,64,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,64,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1697846400,2023-10-21,62.78,10.0,24.4,0.0,3.7
0,0,191,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,191,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1697932800,2023-10-22,67.28,15.6,26.1,0.0,4.3
0,0,38,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,38,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1698019200,2023-10-23,62.42,11.7,22.8,0.0,3.4
0,0,28,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,28,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1698105600,2023-10-24,61.7,10.6,22.8,0.0,3.5
0,0,37,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,37,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1698192000,2023-10-25,64.4,11.7,23.9,0.0,3.2
0,0,17,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,17,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1698278400,2023-10-26,68.72,16.1,25.0,0.0,3.0
0,0,48,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,48,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1698364800,2023-10-27,68.54,15.6,25.6,0.0,1.8
0,0,35,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,35,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1698451200,2023-10-28,69.44,15.0,27.2,0.0,1.6
0,0,29,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,29,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1698537600,2023-10-29,70.88,16.7,27.8,0.0,2.3
0,0,114,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,114,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1698624000,2023-10-30,68.54,12.8,28.9,0.0,3.9
0,0,7,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,7,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1698710400,2023-10-31,53.78,8.3,17.2,0.0,6.2
0,0,26,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,26,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1698796800,2023-11-01,44.239999999999995,1.1,12.2,0.0,5.6
0,0,46,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,46,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1698883200,2023-11-02,45.32,1.7,13.9,0.0,2.9
0,0,7,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,7,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1698969600,2023-11-03,50.72,2.8,18.9,0.0,2.4
0,0,1,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1699056000,2023-11-04,56.84,6.1,22.2,0.0,2.5
0,0,27,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,27,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1699142400,2023-11-05,59.9,8.9,23.9,0.0,3.5
0,0,8,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1699228800,2023-11-06,62.959999999999994,10.0,25.0,0.0,2.3
0,0,15,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,15,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1699315200,2023-11-07,66.2,12.2,26.7,0.0,2.8
0,0,17,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,17,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1699401600,2023-11-08,67.46,12.8,26.1,0.0,2.2
0,0,18,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,18,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1699488000,2023-11-09,68.9,16.1,25.6,0.0,2.6
0,0,24,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,24,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1699574400,2023-11-10,62.6,13.9,18.9,4.8,2.4
0,0,4,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1699660800,2023-11-11,52.34,10.6,13.6,17.0,5.3
0,0,16,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,16,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1699747200,2023-11-12,53.96,10.0,14.4,0.0,4.4
0,0,47,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,47,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1699833600,2023-11-13,58.64,10.6,18.9,0.0,3.0
0,0,50,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,50,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1699920000,2023-11-14,60.08,11.7,20.6,0.0,4.1
0,0,111,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,111,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1700006400,2023-11-15,57.379999999999995,11.7,17.0,1.3,5.3
0,0,31,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,31,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1700092800,2023-11-16,61.34,12.8,21.1,0.0,5.0
0,0,12,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1700179200,2023-11-17,63.14,14.0,21.1,0.0,2.7
0,0,6,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1700265600,2023-11-18,63.5,12.2,23.3,0.0,4.4
0,0,9,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,9,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1700352000,2023-11-19,58.28,8.9,20.6,0.0,3.3
0,0,4,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1700438400,2023-11-20,61.34,13.3,19.4,0.0,4.2
0,0,6,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1700524800,2023-11-21,62.24,14.0,19.4,32.3,5.1
0,0,6,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1700611200,2023-11-22,51.98,7.8,14.9,0.0,6.0
0,0,5,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1700697600,2023-11-23,49.1,5.0,13.9,0.0,2.5
0,0,9,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,9,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1700784000,2023-11-24,52.7,6.7,17.2,0.0,2.4
0,0,4,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1700870400,2023-11-25,50.9,6.7,15.0,0.0,4.4
0,0,20,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,20,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1700956800,2023-11-26,47.48,6.7,10.0,2.0,3.6
0,0,14,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,14,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701043200,2023-11-27,45.14,3.9,11.1,0.0,5.6
0,0,5,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701129600,2023-11-28,42.08,1.7,11.1,0.0,5.1
0,0,6,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701216000,2023-11-29,41.36,-1.7,12.8,0.0,2.4
0,0,2,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,2,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701302400,2023-11-30,48.02,2.8,14.4,0.0,2.2
0,0,1,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701388800,2023-12-01,55.76,8.5,18.3,4.8,2.8
0,0,5,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701475200,2023-12-02,62.42,14.4,19.4,0.5,2.5
2,0,6,Low,Low,Low,2,0,0,0,0,0,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701561600,2023-12-03,63.5,11.7,20.0,3.8,3.7
